"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10176","End-to-End Checkout Flow","chromium","Sat Jun 28 12:06:04 IST 2025","passed","Sat Jun 28 12:06:14 IST 2025","","swag.spec.js","",""
